role,company,city,experience,education,salary,salary_lpa,skills,primary_skill,posted_days_ago,quarter,growth_rate,demand_score
AI/ML Researcher,Genpact,Hyderabad,Fresher (0-1 yr),M.Tech,807664,8.1,Generative AI|PyTorch|Deep Learning,Generative AI,139,Q1 2026,42,98
Data Scientist,Amazon India,Bangalore,Mid (3-5 yrs),MBA,1094828,10.9,Scikit-learn|Machine Learning|PyTorch|SQL,Scikit-learn,89,Q1 2026,28,95
ML Engineer,Microsoft India,Mumbai,Mid (3-5 yrs),M.Tech,1453223,14.5,Python|CI/CD|Kubernetes|MLOps,Python,93,Q1 2026,35,96
Data Engineer,Cognizant,Mumbai,Senior (5+ yrs),MCA,1545631,15.5,ETL|Python|SQL|Hadoop|Kafka,ETL,165,Q1 2026,30,93
Python Developer,PhonePe,Hyderabad,Fresher (0-1 yr),MCA,544169,5.4,AWS|FastAPI|Git|REST APIs|Python,AWS,146,Q1 2026,24,89
Business Analyst,Amazon India,Hyderabad,Mid (3-5 yrs),MCA,746886,7.5,SQL|Stakeholder Management|Excel,SQL,127,Q1 2026,18,87
Data Engineer,HCL Technologies,Gurgaon,Junior (1-3 yrs),MBA,713458,7.1,ETL|SQL|AWS|Spark|Airflow,ETL,51,Q2 2026,30,93
Business Analyst,Swiggy,Noida,Fresher (0-1 yr),BSc,334711,3.3,SQL|Stakeholder Management|Power BI|Agile,SQL,16,Q2 2026,18,87
Data Engineer,Deloitte,Bangalore,Senior (5+ yrs),BSc,1924656,19.2,Spark|Hadoop|ETL|AWS|SQL,Spark,31,Q2 2026,30,93
AI/ML Researcher,IBM India,Noida,Mid (3-5 yrs),B.Tech,1571877,15.7,PyTorch|Mathematics|LLMs|Generative AI,PyTorch,141,Q1 2026,42,98
Business Analyst,Wipro,Gurgaon,Junior (1-3 yrs),BSc,541601,5.4,JIRA|Agile|Tableau|Stakeholder Management|Power BI,JIRA,18,Q2 2026,18,87
Business Analyst,Wipro,Bangalore,Junior (1-3 yrs),BSc,716050,7.2,Power BI|Excel|Agile|Stakeholder Management|SQL,Power BI,110,Q1 2026,18,87
Data Engineer,WNS Global,Noida,Fresher (0-1 yr),MCA,546088,5.5,Spark|SQL|ETL|Hadoop,Spark,88,Q1 2026,30,93
AI/ML Researcher,Deloitte,Hyderabad,Mid (3-5 yrs),MBA,1568046,15.7,Research|PyTorch|LLMs,Research,32,Q2 2026,42,98
QA Engineer,Wipro,Pune,Junior (1-3 yrs),MCA,470806,4.7,API Testing|Python|SQL|JIRA|Manual Testing,API Testing,10,Q2 2026,10,72
BI Developer,TCS,Bangalore,Senior (5+ yrs),MSc,1166207,11.7,DAX|SSRS|SQL|Tableau|Azure,DAX,163,Q1 2026,15,80
Data Analyst,Zomato,Gurgaon,Junior (1-3 yrs),MBA,458944,4.6,Python|Tableau|Excel|Power BI,Python,116,Q1 2026,22,92
Data Analyst,Swiggy,Bangalore,Junior (1-3 yrs),M.Tech,696087,7.0,Power BI|Statistics|Python,Power BI,80,Q1 2026,22,92
BI Developer,Mphasis,Bangalore,Junior (1-3 yrs),M.Tech,750354,7.5,Azure|DAX|Excel,Azure,143,Q1 2026,15,80
Business Analyst,HCL Technologies,Bangalore,Junior (1-3 yrs),MCA,709818,7.1,SQL|Tableau|Power BI,SQL,98,Q1 2026,18,87
BI Developer,Mphasis,Hyderabad,Senior (5+ yrs),MSc,1103546,11.0,Excel|SSRS|DAX|SQL,Excel,40,Q2 2026,15,80
ML Engineer,Razorpay,Hyderabad,Senior (5+ yrs),M.Tech,1740522,17.4,TensorFlow|MLOps|Docker,TensorFlow,117,Q1 2026,35,96
AI/ML Researcher,Microsoft India,Bangalore,Fresher (0-1 yr),MBA,907833,9.1,PyTorch|Research|Generative AI|LLMs,PyTorch,137,Q1 2026,42,98
Data Analyst,Tech Mahindra,Bangalore,Senior (5+ yrs),BSc,1348626,13.5,R|Excel|Power BI|SQL,R,102,Q1 2026,22,92
Data Analyst,Microsoft India,Pune,Junior (1-3 yrs),B.Tech,591380,5.9,Statistics|Excel|R|Power BI,Statistics,159,Q1 2026,22,92
QA Engineer,HCL Technologies,Bangalore,Junior (1-3 yrs),MSc,599209,6.0,API Testing|JIRA|Python|Git,API Testing,154,Q1 2026,10,72
Data Engineer,TCS,Hyderabad,Fresher (0-1 yr),BSc,570993,5.7,ETL|AWS|Airflow|SQL,ETL,155,Q1 2026,30,93
BI Developer,Paytm,Bangalore,Junior (1-3 yrs),M.Tech,566365,5.7,SSRS|DAX|Excel|Azure|Tableau,SSRS,130,Q1 2026,15,80
Data Engineer,Deloitte,Mumbai,Junior (1-3 yrs),B.Tech,733959,7.3,Kafka|ETL|Python|Airflow,Kafka,149,Q1 2026,30,93
Python Developer,Mphasis,Gurgaon,Mid (3-5 yrs),B.Tech,1024754,10.2,AWS|FastAPI|Docker|SQL|Django,AWS,13,Q2 2026,24,89
Data Engineer,Mu Sigma,Bangalore,Mid (3-5 yrs),MSc,1236246,12.4,Spark|Hadoop|Kafka|SQL,Spark,8,Q2 2026,30,93
Data Engineer,Accenture,Mumbai,Fresher (0-1 yr),MBA,474901,4.7,Spark|Airflow|Kafka|SQL,Spark,105,Q1 2026,30,93
Data Engineer,Razorpay,Pune,Senior (5+ yrs),BSc,1237489,12.4,Python|Kafka|SQL|AWS|Hadoop,Python,143,Q1 2026,30,93
Python Developer,CRED,Pune,Junior (1-3 yrs),MCA,678771,6.8,Docker|SQL|FastAPI|AWS,Docker,156,Q1 2026,24,89
ML Engineer,Capgemini,Chennai,Junior (1-3 yrs),MCA,689594,6.9,Docker|Kubernetes|TensorFlow|MLOps,Docker,81,Q1 2026,35,96
ML Engineer,Genpact,Pune,Mid (3-5 yrs),MBA,1074670,10.7,AWS|MLOps|PyTorch,AWS,37,Q2 2026,35,96
Data Scientist,Tiger Analytics,Bangalore,Fresher (0-1 yr),M.Tech,626145,6.3,TensorFlow|PyTorch|SQL|Machine Learning|Deep Learning,TensorFlow,137,Q1 2026,28,95
Data Scientist,Capgemini,Pune,Fresher (0-1 yr),BCA,559242,5.6,SQL|Machine Learning|Python|TensorFlow|Scikit-learn,SQL,163,Q1 2026,28,95
Data Scientist,Amazon India,Bangalore,Mid (3-5 yrs),B.Tech,1295710,13.0,Statistics|Python|TensorFlow|Machine Learning|SQL,Statistics,167,Q1 2026,28,95
AI/ML Researcher,Razorpay,Gurgaon,Mid (3-5 yrs),MSc,1327746,13.3,LLMs|Mathematics|Python|PyTorch,LLMs,166,Q1 2026,42,98
Data Engineer,LatentView,Pune,Senior (5+ yrs),B.Tech,1536197,15.4,Hadoop|ETL|SQL,Hadoop,9,Q2 2026,30,93
AI/ML Researcher,Razorpay,Hyderabad,Fresher (0-1 yr),BSc,700477,7.0,Python|Mathematics|LLMs|Research,Python,85,Q1 2026,42,98
Data Scientist,Zomato,Kolkata,Junior (1-3 yrs),MCA,644649,6.4,Deep Learning|Statistics|Machine Learning|Python|Scikit-learn,Deep Learning,41,Q2 2026,28,95
Product Analyst,Tiger Analytics,Pune,Fresher (0-1 yr),BSc,467200,4.7,Mixpanel|Power BI|A/B Testing|Python,Mixpanel,44,Q2 2026,20,85
QA Engineer,Google India,Pune,Mid (3-5 yrs),BCA,673615,6.7,Selenium|Manual Testing|Git|Python,Selenium,35,Q2 2026,10,72
ML Engineer,Infosys,Gurgaon,Junior (1-3 yrs),MCA,1009560,10.1,Docker|PyTorch|AWS|CI/CD,Docker,146,Q1 2026,35,96
Data Analyst,Tiger Analytics,Pune,Fresher (0-1 yr),BSc,378435,3.8,Excel|Power BI|Python,Excel,103,Q1 2026,22,92
QA Engineer,Hexaware,Gurgaon,Mid (3-5 yrs),MBA,669203,6.7,Selenium|SQL|JIRA|API Testing|Manual Testing,Selenium,56,Q2 2026,10,72
Data Scientist,Tech Mahindra,Bangalore,Junior (1-3 yrs),BCA,771555,7.7,Scikit-learn|PyTorch|TensorFlow|SQL,Scikit-learn,137,Q1 2026,28,95
BI Developer,EXL Service,Noida,Fresher (0-1 yr),MSc,357959,3.6,Azure|Power BI|Excel|Tableau|DAX,Azure,180,Q4 2025,15,80
Python Developer,HCL Technologies,Gurgaon,Fresher (0-1 yr),BCA,414841,4.1,REST APIs|SQL|Git|Django|Docker,REST APIs,83,Q1 2026,24,89
BI Developer,Fractal Analytics,Hyderabad,Fresher (0-1 yr),BCA,378133,3.8,Power BI|Excel|Tableau|Azure,Power BI,116,Q1 2026,15,80
Business Analyst,PhonePe,Hyderabad,Fresher (0-1 yr),M.Tech,495032,5.0,Tableau|Power BI|SQL|JIRA|Excel,Tableau,0,Q2 2026,18,87
Product Analyst,TCS,Pune,Junior (1-3 yrs),BSc,603927,6.0,A/B Testing|SQL|Excel,A/B Testing,120,Q1 2026,20,85
Data Analyst,EXL Service,Hyderabad,Fresher (0-1 yr),BSc,436266,4.4,Tableau|Excel|Power BI|R|Python,Tableau,96,Q1 2026,22,92
Python Developer,Fractal Analytics,Mumbai,Senior (5+ yrs),MCA,1460705,14.6,Docker|Python|Django|SQL|REST APIs,Docker,135,Q1 2026,24,89
Business Analyst,WNS Global,Chennai,Fresher (0-1 yr),B.Tech,411019,4.1,JIRA|Stakeholder Management|Agile|Tableau,JIRA,136,Q1 2026,18,87
Python Developer,Swiggy,Bangalore,Junior (1-3 yrs),MBA,755079,7.6,Django|Python|Docker,Django,107,Q1 2026,24,89
QA Engineer,Hexaware,Gurgaon,Fresher (0-1 yr),MCA,335561,3.4,Selenium|API Testing|Git,Selenium,114,Q1 2026,10,72
Data Engineer,TCS,Mumbai,Fresher (0-1 yr),B.Tech,569057,5.7,ETL|SQL|AWS|Hadoop,ETL,14,Q2 2026,30,93
Business Analyst,IBM India,Kolkata,Mid (3-5 yrs),BSc,640042,6.4,Power BI|Agile|Stakeholder Management|Tableau|SQL,Power BI,77,Q2 2026,18,87
BI Developer,CRED,Kolkata,Fresher (0-1 yr),MBA,373648,3.7,Power BI|Excel|SSRS|SQL,Power BI,160,Q1 2026,15,80
QA Engineer,TCS,Pune,Senior (5+ yrs),BSc,835445,8.4,Manual Testing|API Testing|JIRA|Git|Python,Manual Testing,38,Q2 2026,10,72
Data Scientist,Zomato,Bangalore,Junior (1-3 yrs),MSc,750338,7.5,TensorFlow|Scikit-learn|PyTorch,TensorFlow,36,Q2 2026,28,95
BI Developer,Zomato,Gurgaon,Junior (1-3 yrs),M.Tech,602512,6.0,Excel|SQL|Tableau|SSRS|Azure,Excel,52,Q2 2026,15,80
Python Developer,Swiggy,Bangalore,Mid (3-5 yrs),B.Tech,922932,9.2,REST APIs|Python|FastAPI|AWS|Git,REST APIs,18,Q2 2026,24,89
Business Analyst,LatentView,Mumbai,Mid (3-5 yrs),MCA,1027284,10.3,Excel|Power BI|Stakeholder Management|SQL,Excel,54,Q2 2026,18,87
AI/ML Researcher,HCL Technologies,Chennai,Mid (3-5 yrs),MSc,1557505,15.6,Deep Learning|Research|PyTorch|Mathematics,Deep Learning,101,Q1 2026,42,98
AI/ML Researcher,EXL Service,Pune,Junior (1-3 yrs),M.Tech,1192670,11.9,Research|LLMs|Mathematics|PyTorch|Deep Learning,Research,131,Q1 2026,42,98
BI Developer,Genpact,Hyderabad,Senior (5+ yrs),M.Tech,1115958,11.2,SQL|DAX|SSRS|Tableau,SQL,11,Q2 2026,15,80
Data Engineer,Tech Mahindra,Bangalore,Fresher (0-1 yr),BCA,497762,5.0,Hadoop|Spark|SQL|Kafka|ETL,Hadoop,58,Q2 2026,30,93
Python Developer,Razorpay,Noida,Junior (1-3 yrs),BSc,714346,7.1,SQL|Git|REST APIs|Docker,SQL,117,Q1 2026,24,89
Business Analyst,Cognizant,Noida,Fresher (0-1 yr),BCA,376149,3.8,Excel|Agile|SQL|Stakeholder Management,Excel,19,Q2 2026,18,87
AI/ML Researcher,EXL Service,Pune,Fresher (0-1 yr),MCA,832662,8.3,Deep Learning|Python|Mathematics|Research|Generative AI,Deep Learning,129,Q1 2026,42,98
ML Engineer,Mu Sigma,Bangalore,Mid (3-5 yrs),BCA,1652082,16.5,CI/CD|Python|AWS|Docker,CI/CD,141,Q1 2026,35,96
ML Engineer,LatentView,Bangalore,Junior (1-3 yrs),MBA,1162335,11.6,AWS|CI/CD|TensorFlow,AWS,27,Q2 2026,35,96
AI/ML Researcher,IBM India,Hyderabad,Fresher (0-1 yr),BCA,715507,7.2,Mathematics|LLMs|Research|Generative AI,Mathematics,20,Q2 2026,42,98
Python Developer,PhonePe,Hyderabad,Fresher (0-1 yr),BSc,454970,4.5,SQL|Docker|Python,SQL,167,Q1 2026,24,89
AI/ML Researcher,TCS,Pune,Fresher (0-1 yr),M.Tech,804332,8.0,PyTorch|Generative AI|Python|Mathematics,PyTorch,179,Q4 2025,42,98
Business Analyst,Flipkart,Hyderabad,Mid (3-5 yrs),MBA,799103,8.0,Tableau|SQL|Agile|Stakeholder Management|JIRA,Tableau,54,Q2 2026,18,87
AI/ML Researcher,PhonePe,Mumbai,Junior (1-3 yrs),B.Tech,1040264,10.4,Research|LLMs|PyTorch,Research,144,Q1 2026,42,98
QA Engineer,Mphasis,Bangalore,Junior (1-3 yrs),MCA,557548,5.6,Python|SQL|Manual Testing|Selenium|Git,Python,41,Q2 2026,10,72
Data Engineer,Mphasis,Pune,Junior (1-3 yrs),BCA,849418,8.5,Hadoop|ETL|Kafka|SQL,Hadoop,176,Q4 2025,30,93
Product Analyst,Microsoft India,Hyderabad,Fresher (0-1 yr),M.Tech,492616,4.9,Mixpanel|SQL|Power BI,Mixpanel,154,Q1 2026,20,85
Product Analyst,Google India,Chennai,Senior (5+ yrs),MBA,1167361,11.7,Excel|Power BI|Google Analytics,Excel,125,Q1 2026,20,85
Data Scientist,Google India,Pune,Junior (1-3 yrs),BSc,658411,6.6,Scikit-learn|Python|TensorFlow|Statistics|Machine Learning,Scikit-learn,18,Q2 2026,28,95
Data Analyst,Tiger Analytics,Bangalore,Mid (3-5 yrs),MCA,875903,8.8,Excel|Power BI|Tableau|SQL|R,Excel,1,Q2 2026,22,92
AI/ML Researcher,EXL Service,Hyderabad,Junior (1-3 yrs),MCA,1306598,13.1,Deep Learning|Generative AI|Research,Deep Learning,142,Q1 2026,42,98
Data Engineer,Infosys,Hyderabad,Fresher (0-1 yr),BCA,477654,4.8,Kafka|Hadoop|Airflow,Kafka,3,Q2 2026,30,93
Data Scientist,Wipro,Hyderabad,Mid (3-5 yrs),BCA,1131720,11.3,Statistics|PyTorch|SQL,Statistics,43,Q2 2026,28,95
Business Analyst,Razorpay,Bangalore,Fresher (0-1 yr),MCA,526934,5.3,Power BI|JIRA|Tableau|Stakeholder Management,Power BI,19,Q2 2026,18,87
Python Developer,LatentView,Chennai,Mid (3-5 yrs),BCA,898064,9.0,REST APIs|AWS|Python|Django|FastAPI,REST APIs,1,Q2 2026,24,89
AI/ML Researcher,Paytm,Bangalore,Junior (1-3 yrs),MSc,1308370,13.1,Generative AI|LLMs|Mathematics|Deep Learning,Generative AI,76,Q2 2026,42,98
Python Developer,Accenture,Chennai,Junior (1-3 yrs),MCA,645247,6.5,Docker|FastAPI|AWS|REST APIs,Docker,147,Q1 2026,24,89
Product Analyst,Capgemini,Bangalore,Mid (3-5 yrs),M.Tech,962843,9.6,SQL|A/B Testing|Python|Excel,SQL,174,Q4 2025,20,85
Product Analyst,LatentView,Bangalore,Junior (1-3 yrs),BSc,683698,6.8,Google Analytics|Power BI|SQL,Google Analytics,104,Q1 2026,20,85
QA Engineer,Deloitte,Bangalore,Fresher (0-1 yr),BSc,415742,4.2,SQL|Manual Testing|Git,SQL,18,Q2 2026,10,72
ML Engineer,PhonePe,Pune,Junior (1-3 yrs),BCA,977564,9.8,AWS|Docker|Python|PyTorch|Kubernetes,AWS,27,Q2 2026,35,96
Product Analyst,Microsoft India,Pune,Fresher (0-1 yr),BCA,484944,4.8,A/B Testing|Excel|Google Analytics,A/B Testing,84,Q1 2026,20,85
AI/ML Researcher,Infosys,Hyderabad,Fresher (0-1 yr),MCA,878102,8.8,Research|PyTorch|Mathematics|Deep Learning|Generative AI,Research,95,Q1 2026,42,98
Python Developer,PhonePe,Mumbai,Mid (3-5 yrs),MCA,996042,10.0,Python|REST APIs|AWS|FastAPI,Python,106,Q1 2026,24,89
AI/ML Researcher,WNS Global,Bangalore,Senior (5+ yrs),MCA,2376411,23.8,LLMs|Mathematics|Generative AI|Deep Learning,LLMs,133,Q1 2026,42,98
ML Engineer,Swiggy,Hyderabad,Mid (3-5 yrs),M.Tech,1434906,14.3,TensorFlow|PyTorch|Python|Kubernetes,TensorFlow,5,Q2 2026,35,96
BI Developer,Fractal Analytics,Pune,Mid (3-5 yrs),BSc,813071,8.1,Excel|SQL|Azure,Excel,40,Q2 2026,15,80
Python Developer,Swiggy,Hyderabad,Fresher (0-1 yr),M.Tech,506208,5.1,FastAPI|Django|Docker|REST APIs|SQL,FastAPI,7,Q2 2026,24,89
Product Analyst,Swiggy,Gurgaon,Junior (1-3 yrs),M.Tech,704201,7.0,Excel|Python|Mixpanel,Excel,71,Q2 2026,20,85
Product Analyst,Wipro,Noida,Junior (1-3 yrs),MSc,688538,6.9,Python|Power BI|Excel|Mixpanel|Google Analytics,Python,29,Q2 2026,20,85
Data Scientist,CRED,Noida,Senior (5+ yrs),MBA,1354528,13.5,Scikit-learn|TensorFlow|SQL|Deep Learning|Python,Scikit-learn,89,Q1 2026,28,95
Python Developer,Cognizant,Hyderabad,Mid (3-5 yrs),BSc,906863,9.1,Django|Docker|AWS|FastAPI,Django,30,Q2 2026,24,89
Data Scientist,Microsoft India,Bangalore,Mid (3-5 yrs),BCA,1061017,10.6,Scikit-learn|TensorFlow|Machine Learning|Deep Learning,Scikit-learn,98,Q1 2026,28,95
ML Engineer,Zomato,Hyderabad,Mid (3-5 yrs),BSc,1337071,13.4,PyTorch|MLOps|CI/CD,PyTorch,35,Q2 2026,35,96
Business Analyst,Paytm,Noida,Fresher (0-1 yr),MBA,324502,3.2,JIRA|Excel|Stakeholder Management,JIRA,98,Q1 2026,18,87
AI/ML Researcher,Razorpay,Hyderabad,Junior (1-3 yrs),M.Tech,1106151,11.1,Research|Generative AI|Mathematics|Deep Learning,Research,21,Q2 2026,42,98
Data Engineer,IBM India,Noida,Junior (1-3 yrs),MBA,727115,7.3,AWS|SQL|Airflow,AWS,144,Q1 2026,30,93
Product Analyst,Zomato,Mumbai,Junior (1-3 yrs),BCA,652278,6.5,Power BI|A/B Testing|Mixpanel,Power BI,138,Q1 2026,20,85
BI Developer,LatentView,Bangalore,Junior (1-3 yrs),MCA,680573,6.8,Power BI|SSRS|SQL|DAX,Power BI,8,Q2 2026,15,80
ML Engineer,WNS Global,Bangalore,Fresher (0-1 yr),MSc,598814,6.0,MLOps|TensorFlow|Kubernetes,MLOps,150,Q1 2026,35,96
QA Engineer,Paytm,Noida,Mid (3-5 yrs),MCA,523107,5.2,Python|Git|SQL|Selenium|JIRA,Python,89,Q1 2026,10,72
Data Engineer,Cognizant,Pune,Junior (1-3 yrs),BSc,820751,8.2,AWS|ETL|Spark|Hadoop,AWS,173,Q4 2025,30,93
BI Developer,EXL Service,Bangalore,Mid (3-5 yrs),B.Tech,864307,8.6,Azure|SSRS|SQL|Excel,Azure,63,Q2 2026,15,80
Business Analyst,IBM India,Bangalore,Mid (3-5 yrs),BSc,814684,8.1,JIRA|Excel|Agile|Power BI,JIRA,160,Q1 2026,18,87
ML Engineer,Mu Sigma,Hyderabad,Mid (3-5 yrs),MSc,1312153,13.1,AWS|Docker|Kubernetes,AWS,71,Q2 2026,35,96
QA Engineer,Swiggy,Gurgaon,Senior (5+ yrs),MBA,1006428,10.1,Selenium|SQL|Git|Manual Testing|JIRA,Selenium,170,Q4 2025,10,72
QA Engineer,Genpact,Noida,Junior (1-3 yrs),MCA,407976,4.1,Git|Python|Manual Testing|JIRA,Git,82,Q1 2026,10,72
BI Developer,PhonePe,Bangalore,Fresher (0-1 yr),MSc,472862,4.7,Azure|DAX|Power BI|Excel,Azure,25,Q2 2026,15,80
QA Engineer,Infosys,Noida,Fresher (0-1 yr),MSc,266645,2.7,Manual Testing|Git|Selenium,Manual Testing,109,Q1 2026,10,72
Data Scientist,Tech Mahindra,Mumbai,Senior (5+ yrs),MBA,1406086,14.1,TensorFlow|Python|PyTorch,TensorFlow,92,Q1 2026,28,95
Data Scientist,Hexaware,Hyderabad,Mid (3-5 yrs),B.Tech,1136722,11.4,TensorFlow|PyTorch|Scikit-learn|Machine Learning,TensorFlow,109,Q1 2026,28,95
QA Engineer,Infosys,Mumbai,Fresher (0-1 yr),B.Tech,364663,3.6,API Testing|Python|Git,API Testing,174,Q4 2025,10,72
ML Engineer,Amazon India,Bangalore,Mid (3-5 yrs),MSc,1493219,14.9,PyTorch|MLOps|Python|TensorFlow,PyTorch,98,Q1 2026,35,96
Data Analyst,HCL Technologies,Noida,Junior (1-3 yrs),MBA,545441,5.5,Excel|Python|Tableau,Excel,17,Q2 2026,22,92
Data Engineer,Mu Sigma,Bangalore,Fresher (0-1 yr),MBA,693361,6.9,Airflow|Kafka|Hadoop|SQL|ETL,Airflow,157,Q1 2026,30,93
QA Engineer,Wipro,Noida,Senior (5+ yrs),MCA,880273,8.8,API Testing|SQL|Manual Testing,API Testing,89,Q1 2026,10,72
AI/ML Researcher,Tech Mahindra,Bangalore,Fresher (0-1 yr),BSc,791855,7.9,Deep Learning|PyTorch|Research,Deep Learning,153,Q1 2026,42,98
Product Analyst,Tiger Analytics,Bangalore,Fresher (0-1 yr),MSc,556654,5.6,Power BI|Python|A/B Testing|Excel|Mixpanel,Power BI,100,Q1 2026,20,85
Data Scientist,Hexaware,Bangalore,Mid (3-5 yrs),MCA,1135402,11.4,Scikit-learn|Python|Machine Learning|SQL,Scikit-learn,163,Q1 2026,28,95
Data Engineer,Infosys,Hyderabad,Senior (5+ yrs),MBA,1502750,15.0,Hadoop|ETL|AWS,Hadoop,107,Q1 2026,30,93
Python Developer,EXL Service,Mumbai,Junior (1-3 yrs),MSc,617731,6.2,Python|SQL|AWS,Python,3,Q2 2026,24,89
Data Scientist,TCS,Bangalore,Senior (5+ yrs),M.Tech,1454393,14.5,TensorFlow|PyTorch|Scikit-learn|Deep Learning|SQL,TensorFlow,108,Q1 2026,28,95
Product Analyst,Zomato,Bangalore,Junior (1-3 yrs),MCA,851738,8.5,SQL|Power BI|Mixpanel|Python,SQL,39,Q2 2026,20,85
Data Engineer,Mu Sigma,Hyderabad,Mid (3-5 yrs),BSc,1214119,12.1,SQL|Spark|Kafka|Airflow|ETL,SQL,14,Q2 2026,30,93
Data Scientist,HCL Technologies,Gurgaon,Junior (1-3 yrs),BCA,831129,8.3,TensorFlow|PyTorch|Scikit-learn,TensorFlow,168,Q1 2026,28,95
Product Analyst,Tiger Analytics,Bangalore,Fresher (0-1 yr),B.Tech,489962,4.9,Google Analytics|Power BI|A/B Testing,Google Analytics,132,Q1 2026,20,85
Product Analyst,Cognizant,Mumbai,Junior (1-3 yrs),BSc,625072,6.3,Excel|SQL|Mixpanel|Power BI,Excel,109,Q1 2026,20,85
Data Scientist,Tiger Analytics,Bangalore,Senior (5+ yrs),BSc,1532086,15.3,Deep Learning|SQL|TensorFlow,Deep Learning,92,Q1 2026,28,95
Data Analyst,Cognizant,Noida,Junior (1-3 yrs),MBA,463166,4.6,Statistics|Tableau|SQL,Statistics,58,Q2 2026,22,92
Product Analyst,Mphasis,Bangalore,Senior (5+ yrs),MCA,1449063,14.5,Google Analytics|Power BI|Mixpanel,Google Analytics,38,Q2 2026,20,85
Business Analyst,TCS,Chennai,Junior (1-3 yrs),BSc,582969,5.8,Stakeholder Management|JIRA|Excel|Power BI|SQL,Stakeholder Management,106,Q1 2026,18,87
AI/ML Researcher,WNS Global,Bangalore,Fresher (0-1 yr),MBA,888909,8.9,PyTorch|Research|Python,PyTorch,45,Q2 2026,42,98
Data Scientist,TCS,Hyderabad,Senior (5+ yrs),B.Tech,1465690,14.7,TensorFlow|Scikit-learn|Statistics|PyTorch,TensorFlow,22,Q2 2026,28,95
Data Engineer,Accenture,Bangalore,Junior (1-3 yrs),MSc,1002309,10.0,Airflow|ETL|Spark|AWS,Airflow,126,Q1 2026,30,93
AI/ML Researcher,LatentView,Mumbai,Senior (5+ yrs),MSc,2456466,24.6,Deep Learning|Python|Generative AI,Deep Learning,6,Q2 2026,42,98
Data Scientist,WNS Global,Bangalore,Mid (3-5 yrs),B.Tech,1254655,12.5,Python|Scikit-learn|PyTorch|SQL,Python,78,Q2 2026,28,95
Business Analyst,IBM India,Hyderabad,Junior (1-3 yrs),B.Tech,643569,6.4,Stakeholder Management|Power BI|SQL,Stakeholder Management,11,Q2 2026,18,87
AI/ML Researcher,CRED,Gurgaon,Junior (1-3 yrs),MBA,1036734,10.4,Research|Python|PyTorch|Mathematics,Research,129,Q1 2026,42,98
Business Analyst,Wipro,Noida,Junior (1-3 yrs),B.Tech,512565,5.1,Stakeholder Management|Excel|Tableau|Power BI,Stakeholder Management,66,Q2 2026,18,87
BI Developer,Google India,Gurgaon,Mid (3-5 yrs),BSc,750434,7.5,DAX|Tableau|Azure|SQL,DAX,19,Q2 2026,15,80
AI/ML Researcher,EXL Service,Bangalore,Junior (1-3 yrs),MCA,1333834,13.3,Deep Learning|Generative AI|Research,Deep Learning,80,Q1 2026,42,98
ML Engineer,EXL Service,Pune,Fresher (0-1 yr),MBA,506951,5.1,Docker|AWS|Python|Kubernetes,Docker,40,Q2 2026,35,96
BI Developer,Tiger Analytics,Bangalore,Mid (3-5 yrs),B.Tech,788648,7.9,Azure|DAX|SQL,Azure,23,Q2 2026,15,80
Product Analyst,Google India,Chennai,Junior (1-3 yrs),BSc,497211,5.0,Power BI|Python|SQL|Google Analytics,Power BI,115,Q1 2026,20,85
Data Engineer,HCL Technologies,Pune,Junior (1-3 yrs),MSc,623369,6.2,SQL|Python|Hadoop,SQL,56,Q2 2026,30,93
Business Analyst,Microsoft India,Noida,Mid (3-5 yrs),BSc,864816,8.6,Agile|Tableau|Power BI,Agile,19,Q2 2026,18,87
Data Analyst,Hexaware,Bangalore,Mid (3-5 yrs),MSc,901416,9.0,SQL|Power BI|R,SQL,10,Q2 2026,22,92
AI/ML Researcher,PhonePe,Bangalore,Junior (1-3 yrs),BSc,1215089,12.2,Generative AI|Python|Mathematics|PyTorch,Generative AI,44,Q2 2026,42,98
Python Developer,Capgemini,Gurgaon,Junior (1-3 yrs),MCA,565914,5.7,REST APIs|Docker|FastAPI,REST APIs,127,Q1 2026,24,89
ML Engineer,TCS,Pune,Fresher (0-1 yr),M.Tech,605982,6.1,AWS|TensorFlow|Kubernetes,AWS,134,Q1 2026,35,96
Data Scientist,Zomato,Kolkata,Mid (3-5 yrs),M.Tech,934051,9.3,PyTorch|SQL|TensorFlow|Scikit-learn|Statistics,PyTorch,144,Q1 2026,28,95
Data Engineer,Cognizant,Hyderabad,Fresher (0-1 yr),BCA,483812,4.8,Python|Hadoop|Spark,Python,14,Q2 2026,30,93
BI Developer,Microsoft India,Hyderabad,Mid (3-5 yrs),MCA,809994,8.1,Power BI|SQL|SSRS,Power BI,68,Q2 2026,15,80
Data Engineer,LatentView,Noida,Fresher (0-1 yr),MCA,475641,4.8,Hadoop|Spark|SQL|Kafka|AWS,Hadoop,151,Q1 2026,30,93
Python Developer,Microsoft India,Mumbai,Senior (5+ yrs),B.Tech,1453406,14.5,Docker|SQL|Git|Django|AWS,Docker,126,Q1 2026,24,89
Data Engineer,TCS,Bangalore,Fresher (0-1 yr),MCA,623961,6.2,Airflow|Python|AWS|ETL|Hadoop,Airflow,84,Q1 2026,30,93
